global_step,q_over_gamma_mean,q_over_gamma_p50,q_over_gamma_p90,q_over_gamma_p99
1960,1.0015007855138103,1.0,1.0,1.0
1980,1.0014680623672716,1.0,1.0,1.0
2000,1.001441711315528,1.0,1.0,1.0
2020,1.0014167711621444,1.0,1.0,1.0
2040,1.0013878039910984,1.0,1.0,1.0
2060,1.0013581116064092,1.0,1.0,1.0
2080,1.0013396753243244,1.0,1.0,1.0
2100,1.001313102972372,1.0,1.0,1.0
2120,1.0012895709468903,1.0,1.0,1.0
2140,1.0012640939885267,1.0,1.0,1.0
2160,1.0012408917229796,1.0,1.0,1.0
2180,1.0012210420303478,1.0,1.0,1.0
2200,1.0012072188622296,1.0,1.0,1.0
2220,1.001184333598772,1.0,1.0,1.0
2240,1.001167753395979,1.0,1.0,1.0
2260,1.0011522563794146,1.0,1.0,1.0
2280,1.0011326048516864,1.0,1.0,1.0
2300,1.0011180675052893,1.0,1.0,1.0
2320,1.001102914102462,1.0,1.0,1.0
2340,1.001091386670845,1.0,1.0,1.0
2360,1.0010781486951696,1.0,1.0,1.0
2380,1.0010637481696476,1.0,1.0,1.0
2400,1.001047643566161,1.0,1.0,1.0
2420,1.0010324591673325,1.0,1.0,1.0
2440,1.0010173416745498,1.0,1.0,1.0
2460,1.0010039171010627,1.0,1.0,1.0
2480,1.000990800015284,1.0,1.0,1.0
2500,1.0009811593179545,1.0,1.0,1.0
2520,1.0009686184119186,1.0,1.0,1.0
2540,1.000955944569823,1.0,1.0,1.0
2560,1.0009464228030402,1.0,1.0,1.0
2580,1.0009334247909776,1.0,1.0,1.0
2600,1.0009262613719194,1.0,1.0,1.0
2620,1.0009192104121807,1.0,1.0,1.0
2640,1.0009063949959498,1.0,1.0,1.0
2660,1.0009005173166352,1.0,1.0,1.0
2680,1.0008955317151156,1.0,1.0,1.0
2700,1.000888234863055,1.0,1.0,1.0
2720,1.0008797374799014,1.0,1.0,1.0
2740,1.0008754183175186,1.0,1.0,1.0
2760,1.0008677980430603,1.0,1.0,1.0
2780,1.0008624952453848,1.0,1.0,1.0
2800,1.0008630239727268,1.0,1.0,1.0
2820,1.000859162665225,1.0,1.0,1.0
2840,1.0008528209287657,1.0,1.0,1.0
2860,1.0008493811939354,1.0,1.0,1.0
2880,1.0008457115257043,1.0,1.0,1.0
2900,1.0008401844189498,1.0,1.0,1.0
2920,1.0008330579012892,1.0,1.0,1.0
2940,1.0008323636583316,1.0,1.0,1.0
2960,1.0008293453780395,1.0,1.0,1.0
2980,1.0008238599303163,1.0,1.0,1.0
3000,1.000822695570789,1.0,1.0,1.0
3020,1.0008156657470284,1.0,1.0,1.0
3040,1.0008161258716113,1.0,1.0,1.0
3060,1.0008112918418794,1.0,1.0,1.0
3080,1.0008083995454957,1.0,1.0,1.0
3100,1.0008063486315826,1.0,1.0,1.0
3120,1.000804887118686,1.0,1.0,1.0
3140,1.0008012536553827,1.0,1.0,1.0
3160,1.0008013938483868,1.0,1.0,1.0
3180,1.000797550745559,1.0,1.0,1.0
3200,1.0007914941832845,1.0,1.0,1.0
3220,1.0007966576609222,1.0,1.0,1.0
3240,1.000801172869934,1.0,1.0,1.0
3260,1.0008005183792585,1.0,1.0,1.0
3280,1.000800994874434,1.0,1.0,1.0
3300,1.0007966070076753,1.0,1.0,1.0
3320,1.0007928273659084,1.0,1.0,1.0
3340,1.0007982978913281,1.0,1.0,1.0
3360,1.000796744265962,1.0,1.0,1.0
3380,1.0007921100594617,1.0,1.0,1.0
3400,1.000784059444843,1.0,1.0,1.0
3420,1.0007847695558174,1.0,1.0,1.0
3440,1.000789710640776,1.0,1.0,1.0
3460,1.0007924211117762,1.0,1.0,1.0
3480,1.0007926257823025,1.0,1.0,1.0
3500,1.0007906480802413,1.0,1.0,1.0
3520,1.0007896027279677,1.0,1.0,1.0
3540,1.000788065648281,1.0,1.0,1.0
3560,1.0008030625538773,1.0,1.0,1.0
3580,1.000806150469649,1.0,1.0,1.0
3600,1.0008025567406134,1.0,1.0,1.0
3620,1.0008044067908612,1.0,1.0,1.0
3640,1.0008062549632735,1.0,1.0,1.0
3660,1.000810625193211,1.0,1.0,1.0
3680,1.0008057152635752,1.0,1.0,1.0
3700,1.0007994489581997,1.0,1.0,1.0
3720,1.0008022416608482,1.0,1.0,1.0
3740,1.00080450178899,1.0,1.0,1.0
3760,1.0008041903062157,1.0,1.0,1.0
3780,1.0008022469600157,1.0,1.0,1.0
3800,1.0008036134885565,1.0,1.0,1.0
3820,1.000799493491249,1.0,1.0,1.0
3840,1.0008026582615972,1.0,1.0,1.0
3860,1.0008009559242503,1.0,1.0,1.0
3880,1.000807850190922,1.0,1.0,1.0
3900,1.0008041858443568,1.0,1.0,1.0
3920,1.000806625978807,1.0,1.0,1.0
3940,1.0008122992334065,1.0,1.0,1.0
3960,1.0008077961177897,1.0,1.0,1.0
3980,1.0008112741041957,1.0,1.0,1.0
4000,1.0008139379441559,1.0,1.0,1.0
4020,1.0008119995930582,1.0,1.0,1.0
4040,1.0008127583854856,1.0,1.0,1.0
4060,1.0008109302326873,1.0,1.0,1.0
4080,1.0008106099281167,1.0,1.0,1.0
4100,1.000809841546574,1.0,1.0,1.0
